,transID,cumid,time,amount,type_label,type
23663,15473,40167,25JUL09:17:00:07,4.0,normal,Normal
23664,15905,40167,27JUL09:17:01:01,399.0,normal,Normal
23665,20056,40167,23AUG09:14:55:42,287.0,sepecial_offer,Special_offer
23666,31056,40167,18APR10:16:03:22,0.0,giveaway,Presented
23667,42948,40167,05JUL10:21:53:17,0.0,giveaway,Presented
23668,50608,40167,24AUG10:21:14:21,0.0,giveaway,Presented
23669,4677,40167,18MAY09:14:46:01,359.0,normal,Normal
23670,5102,40167,19MAY09:14:29:39,299.0,normal,Normal
23671,12828,40167,08JUL09:16:04:24,319.0,normal,Normal
23672,24801,40167,12OCT09:11:19:06,120.0,sepecial_offer,Special_offer
