,transID,cumid,time,amount,type_label,type
0,9407,10001,14JUN09:17:58:34,199.0,normal,Normal
1,9625,10001,16JUN09:15:09:13,369.0,normal,Normal
2,11837,10001,01JUL09:14:50:36,369.0,normal,Normal
3,26629,10001,14DEC09:18:05:32,359.0,normal,Normal
4,30850,10001,12APR10:13:02:20,399.0,normal,Normal
5,32007,10001,04MAY10:16:45:58,269.0,normal,Normal
6,36637,10001,04JUN10:20:03:06,0.0,giveaway,Presented
7,43108,10001,06JUL10:16:56:40,381.0,normal,Normal
8,43877,10001,10JUL10:20:41:54,-399.0,return,returned_goods
9,46081,10001,23JUL10:16:35:45,0.0,giveaway,Presented
10,51650,10001,05SEP10:15:53:48,0.0,giveaway,Presented
11,52266,10001,11SEP10:17:17:51,0.0,giveaway,Presented
12,52769,10001,17SEP10:12:47:43,120.0,normal,Normal
13,36050,10001,01JUN10:18:13:35,-295.0,return,returned_goods
14,43207,10001,07JUL10:20:05:36,0.0,giveaway,Presented
15,14812,10001,21JUL09:09:31:26,36.0,normal,Normal
16,24752,10001,12OCT09:10:39:32,300.0,sepecial_offer,Special_offer
17,24779,10001,12OCT09:10:59:13,120.0,sepecial_offer,Special_offer
18,30394,10001,31MAR10:20:29:48,0.0,giveaway,Presented
19,33073,10001,14MAY10:13:31:23,239.0,normal,Normal
20,38441,10001,14JUN10:17:36:21,269.0,normal,Normal
21,49759,10001,16AUG10:21:00:56,180.0,normal,Normal
22,51758,10001,06SEP10:18:56:27,150.0,normal,Normal
23,25214,10001,18OCT09:13:48:31,169.0,normal,Normal
24,27652,10001,10JAN10:19:11:04,100.0,normal,Normal
25,28122,10001,21JAN10:15:50:28,0.0,giveaway,Presented
26,42102,10001,01JUL10:19:11:04,0.0,giveaway,Presented
27,3753,10002,15MAY09:16:44:52,249.0,normal,Normal
28,5560,10002,21MAY09:09:35:22,3.0,normal,Normal
29,21160,10002,04SEP09:14:51:57,-242.0,return,returned_goods
30,37630,10002,09JUN10:17:08:55,0.0,giveaway,Presented
31,39040,10002,17JUN10:14:19:45,20.0,normal,Normal
32,39801,10002,19JUN10:21:13:53,314.0,normal,Normal
33,33913,10002,20MAY10:18:55:13,224.0,normal,Normal
34,7401,10002,31MAY09:14:19:33,0.0,giveaway,Presented
35,16161,10002,29JUL09:19:21:41,36.0,normal,Normal
36,29563,10002,03MAR10:10:14:24,179.0,normal,Normal
37,32325,10002,07MAY10:18:38:31,0.0,giveaway,Presented
38,33901,10002,20MAY10:18:36:24,179.0,normal,Normal
39,38125,10002,12JUN10:19:48:36,399.0,normal,Normal
40,39906,10002,20JUN10:16:10:17,0.0,giveaway,Presented
41,15743,10002,26JUL09:17:25:29,269.0,normal,Normal
42,26817,10002,24DEC09:14:20:29,7.0,normal,Normal
43,32800,10002,11MAY10:21:24:54,15.0,normal,Normal
44,42282,10002,03JUL10:11:43:16,0.0,giveaway,Presented
45,4061,10003,15MAY09:19:03:11,319.0,normal,Normal
46,6263,10003,24MAY09:19:45:06,2.0,normal,Normal
47,21380,10003,06SEP09:12:51:56,2.0,normal,Normal
48,23443,10003,28SEP09:20:40:31,2.0,normal,Normal
49,27268,10003,02JAN10:20:19:39,156.0,sepecial_offer,Special_offer
50,27349,10003,03JAN10:21:02:42,0.0,giveaway,Presented
51,29953,10003,16MAR10:20:59:45,70.0,normal,Normal
52,30987,10003,16APR10:18:51:32,0.0,giveaway,Presented
53,31073,10003,18APR10:19:42:15,479.0,normal,Normal
54,36991,10003,06JUN10:14:29:04,-224.0,return,returned_goods
55,39828,10003,20JUN10:09:15:04,0.0,giveaway,Presented
56,41327,10003,27JUN10:18:25:55,0.0,giveaway,Presented
57,45701,10003,20JUL10:21:44:49,299.0,normal,Normal
58,47506,10003,01AUG10:14:49:06,18.0,normal,Normal
59,50947,10003,28AUG10:16:04:25,399.0,normal,Normal
60,31651,10003,01MAY10:19:40:36,215.0,normal,Normal
61,5239,10003,19MAY09:15:43:48,329.0,normal,Normal
62,20885,10003,31AUG09:16:11:01,439.0,normal,Normal
63,26080,10003,13NOV09:18:17:51,0.0,giveaway,Presented
64,26606,10003,13DEC09:10:41:47,269.0,normal,Normal
65,33353,10003,16MAY10:15:00:17,0.0,giveaway,Presented
66,47880,10003,03AUG10:11:03:45,0.0,giveaway,Presented
67,49537,10003,15AUG10:19:32:50,359.0,normal,Normal
68,24511,10003,10OCT09:17:08:09,302.0,normal,Normal
69,30424,10003,01APR10:14:58:32,0.0,giveaway,Presented
70,7726,10004,03JUN09:17:28:10,249.0,normal,Normal
71,12501,10004,05JUL09:19:00:15,18.0,normal,Normal
72,12593,10004,06JUL09:17:28:23,229.0,normal,Normal
73,14852,10004,21JUL09:17:55:01,45.0,normal,Normal
74,17107,10004,04AUG09:10:15:03,369.0,normal,Normal
75,19656,10004,20AUG09:20:00:52,224.0,sepecial_offer,Special_offer
76,24195,10004,06OCT09:20:40:20,149.0,sepecial_offer,Special_offer
77,30646,10004,08APR10:13:52:11,0.0,giveaway,Presented
78,33243,10004,15MAY10:18:55:58,0.0,giveaway,Presented
79,33349,10004,16MAY10:14:29:33,0.0,giveaway,Presented
80,36539,10004,03JUN10:21:16:01,-40.0,return,returned_goods
81,37983,10004,12JUN10:10:08:00,0.0,giveaway,Presented
82,39763,10004,19JUN10:19:39:44,399.0,normal,Normal
83,45511,10004,19JUL10:18:01:22,381.0,normal,Normal
84,47531,10004,01AUG10:19:32:22,0.0,giveaway,Presented
85,51027,10004,29AUG10:12:44:52,0.0,giveaway,Presented
86,5098,10004,19MAY09:14:27:58,199.0,normal,Normal
87,12982,10004,09JUL09:17:30:55,0.0,giveaway,Presented
88,21818,10004,10SEP09:17:10:23,269.0,normal,Normal
89,43046,10004,06JUL10:14:56:04,339.0,normal,Normal
90,44918,10004,16JUL10:19:27:28,0.0,giveaway,Presented
91,22186,10004,13SEP09:14:54:15,17.0,normal,Normal
92,25114,10004,16OCT09:18:46:47,161.0,normal,Normal
93,26321,10004,26NOV09:20:38:32,149.0,normal,Normal
94,26695,10004,19DEC09:14:44:15,0.0,giveaway,Presented
95,27845,10004,16JAN10:12:15:37,119.0,normal,Normal
96,32213,10004,06MAY10:19:23:24,0.0,giveaway,Presented
97,34509,10004,23MAY10:11:10:07,36.0,normal,Normal
98,34687,10004,23MAY10:19:39:24,0.0,giveaway,Presented
99,39773,10004,19JUN10:20:01:48,0.0,giveaway,Presented
100,6757,10005,28MAY09:14:35:20,249.0,normal,Normal
101,13265,10005,11JUL09:14:10:56,75.0,normal,Normal
102,40751,10005,25JUN10:14:18:32,399.0,normal,Normal
103,45170,10005,18JUL10:17:34:18,0.0,giveaway,Presented
104,50027,10005,18AUG10:18:25:36,0.0,giveaway,Presented
105,13361,10005,11JUL09:19:49:19,0.0,giveaway,Presented
106,30318,10005,29MAR10:20:23:50,359.0,normal,Normal
107,30665,10005,08APR10:19:53:48,-249.0,return,returned_goods
108,40780,10005,25JUN10:14:40:47,299.0,normal,Normal
109,41981,10005,30JUN10:22:08:49,0.0,giveaway,Presented
110,43604,10005,09JUL10:18:49:42,0.0,giveaway,Presented
111,13012,10005,09JUL09:20:20:32,269.0,normal,Normal
112,35458,10005,29MAY10:15:49:22,404.0,normal,Normal
113,38677,10005,15JUN10:17:35:48,314.0,normal,Normal
114,23351,10006,27SEP09:20:10:22,58.0,sepecial_offer,Special_offer
115,8403,10006,08JUN09:16:39:47,369.0,normal,Normal
116,15526,10006,25JUL09:20:05:08,269.0,normal,Normal
117,17579,10006,07AUG09:15:10:21,18.0,normal,Normal
118,21918,10006,11SEP09:16:54:55,-395.0,return,returned_goods
119,22101,10006,13SEP09:11:32:14,14.0,normal,Normal
120,30725,10006,09APR10:20:58:26,249.0,normal,Normal
121,39556,10006,18JUN10:20:32:51,399.0,normal,Normal
122,39659,10006,19JUN10:14:41:40,0.0,giveaway,Presented
123,43516,10006,09JUL10:13:06:44,279.0,normal,Normal
124,38306,10006,13JUN10:20:52:58,0.0,giveaway,Presented
125,4681,10006,18MAY09:15:06:13,-89.0,return,returned_goods
126,11598,10006,29JUN09:19:13:17,299.0,normal,Normal
127,27571,10006,09JAN10:17:02:14,471.0,normal,Normal
128,17353,10006,05AUG09:20:40:08,-249.0,return,returned_goods
129,27846,10006,16JAN10:12:15:37,167.0,normal,Normal
130,41336,10006,27JUN10:19:03:17,0.0,giveaway,Presented
131,31217,10007,24APR10:12:59:14,237.0,normal,Normal
132,31412,10007,28APR10:11:54:21,-239.0,return,returned_goods
133,11392,10007,28JUN09:15:47:11,249.0,normal,Normal
134,12731,10007,07JUL09:19:07:30,90.0,normal,Normal
135,18155,10007,11AUG09:18:41:53,399.0,normal,Normal
136,30320,10007,30MAR10:14:16:16,269.0,normal,Normal
137,32795,10007,11MAY10:20:39:27,449.0,normal,Normal
138,36009,10007,01JUN10:17:22:48,0.0,giveaway,Presented
139,45878,10007,22JUL10:16:01:40,0.0,giveaway,Presented
140,46974,10007,28JUL10:16:53:11,54.0,normal,Normal
141,49473,10007,15AUG10:16:21:14,239.0,normal,Normal
142,53120,10007,22SEP10:09:52:05,449.0,normal,Normal
143,42217,10007,02JUL10:18:38:48,0.0,giveaway,Presented
144,8123,10007,06JUN09:19:54:52,269.0,normal,Normal
145,19021,10007,16AUG09:15:28:28,179.0,sepecial_offer,Special_offer
146,28854,10007,10FEB10:18:36:34,0.0,giveaway,Presented
147,34282,10007,22MAY10:14:58:44,0.0,giveaway,Presented
148,37677,10007,09JUN10:20:11:23,399.0,normal,Normal
149,38499,10007,14JUN10:19:37:34,0.0,giveaway,Presented
150,45253,10007,18JUL10:20:56:24,0.0,giveaway,Presented
151,46242,10007,24JUL10:16:02:06,0.0,giveaway,Presented
152,53200,10007,22SEP10:14:53:49,180.0,normal,Normal
153,43537,10007,09JUL10:15:45:14,339.0,normal,Normal
154,20978,10007,01SEP09:20:00:18,30.0,normal,Normal
155,26650,10007,16DEC09:13:29:58,369.0,normal,Normal
156,39390,10007,18JUN10:16:02:52,0.0,giveaway,Presented
157,3806,10008,15MAY09:17:20:42,45.0,normal,Normal
158,3841,10008,15MAY09:17:37:06,224.0,normal,Normal
159,13113,10008,10JUL09:18:06:25,299.0,normal,Normal
160,19156,10008,17AUG09:10:04:46,14.0,sepecial_offer,Special_offer
161,23653,10008,30SEP09:21:48:17,167.0,sepecial_offer,Special_offer
162,26924,10008,26DEC09:19:59:52,0.0,giveaway,Presented
163,29616,10008,04MAR10:19:37:14,0.0,giveaway,Presented
164,36714,10008,05JUN10:09:36:03,0.0,giveaway,Presented
165,37328,10008,07JUN10:20:02:55,399.0,normal,Normal
166,37427,10008,08JUN10:11:48:48,399.0,normal,Normal
167,38365,10008,14JUN10:14:08:32,0.0,giveaway,Presented
168,40575,10008,23JUN10:19:35:39,399.0,normal,Normal
169,44426,10008,13JUL10:11:43:06,0.0,giveaway,Presented
170,45514,10008,19JUL10:18:03:14,299.0,normal,Normal
171,47108,10008,29JUL10:16:05:25,381.0,normal,Normal
172,36851,10008,05JUN10:20:14:50,-349.0,return,returned_goods
173,44562,10008,14JUL10:14:29:22,269.0,normal,Normal
174,48322,10008,06AUG10:14:23:50,-15.0,return,returned_goods
175,5910,10008,23MAY09:13:14:06,0.0,giveaway,Presented
176,6901,10008,28MAY09:19:55:49,0.0,giveaway,Presented
177,7470,10008,01JUN09:09:42:06,30.0,normal,Normal
178,24627,10008,11OCT09:20:28:29,143.0,sepecial_offer,Special_offer
179,29680,10008,06MAR10:19:59:27,5.0,normal,Normal
180,33868,10008,20MAY10:17:11:26,4.0,normal,Normal
181,35038,10008,25MAY10:21:05:12,399.0,normal,Normal
182,39026,10008,17JUN10:13:49:55,359.0,normal,Normal
183,39755,10008,19JUN10:18:33:28,0.0,giveaway,Presented
184,51122,10008,30AUG10:16:07:03,149.0,normal,Normal
185,53239,10008,22SEP10:17:50:33,180.0,normal,Normal
186,15037,10008,22JUL09:22:01:26,0.0,giveaway,Presented
187,15230,10008,24JUL09:12:29:44,369.0,normal,Normal
188,17903,10008,09AUG09:16:12:20,0.0,giveaway,Presented
189,20211,10008,24AUG09:20:28:33,0.0,giveaway,Presented
190,35035,10008,25MAY10:19:12:06,-314.0,return,returned_goods
191,37992,10008,12JUN10:12:00:01,0.0,giveaway,Presented
192,4068,10009,15MAY09:19:05:16,369.0,normal,Normal
193,8903,10009,11JUN09:20:14:52,3.0,normal,Normal
194,8941,10009,12JUN09:10:35:20,120.0,normal,Normal
195,11745,10009,30JUN09:19:10:29,3.0,normal,Normal
196,17607,10009,07AUG09:17:07:29,20.0,normal,Normal
197,27189,10009,01JAN10:22:01:25,259.0,normal,Normal
198,35583,10009,30MAY10:11:46:15,0.0,giveaway,Presented
199,45147,10009,18JUL10:12:41:55,339.0,normal,Normal
200,46030,10009,23JUL10:13:20:52,0.0,giveaway,Presented
201,38095,10009,12JUN10:17:44:19,0.0,giveaway,Presented
202,43209,10009,07JUL10:20:16:01,0.0,giveaway,Presented
203,48057,10009,03AUG10:22:32:00,449.0,normal,Normal
204,13517,10009,12JUL09:17:04:08,199.0,normal,Normal
205,37585,10009,09JUN10:12:40:16,399.0,normal,Normal
206,22023,10009,12SEP09:17:36:45,242.0,normal,Normal
207,22930,10009,22SEP09:15:31:06,332.0,return,returned_goods
208,32068,10009,05MAY10:10:35:17,0.0,giveaway,Presented
209,38974,10009,16JUN10:21:26:10,224.0,normal,Normal
210,42298,10009,03JUL10:13:09:39,299.0,normal,Normal
211,12876,10010,08JUL09:20:45:21,15.0,normal,Normal
212,22365,10010,14SEP09:22:12:57,199.0,sepecial_offer,Special_offer
213,22633,10010,18SEP09:21:55:48,199.0,sepecial_offer,Special_offer
214,30379,10010,31MAR10:13:37:45,0.0,giveaway,Presented
215,42602,10010,05JUL10:11:19:25,296.0,normal,Normal
216,45913,10010,22JUL10:19:02:17,0.0,giveaway,Presented
217,50263,10010,21AUG10:10:37:11,120.0,normal,Normal
218,52264,10010,11SEP10:17:17:51,179.0,normal,Normal
219,11156,10010,27JUN09:13:58:21,0.0,giveaway,Presented
220,16541,10010,01AUG09:09:45:24,0.0,giveaway,Presented
221,27216,10010,02JAN10:17:01:48,149.0,sepecial_offer,Special_offer
222,28390,10010,27JAN10:17:06:18,259.0,normal,Normal
223,29094,10010,16FEB10:20:32:23,349.0,normal,Normal
224,31456,10010,29APR10:14:46:41,299.0,normal,Normal
225,38245,10010,13JUN10:17:31:25,0.0,giveaway,Presented
226,38397,10010,14JUN10:14:40:14,0.0,giveaway,Presented
227,45048,10010,17JUL10:19:15:23,0.0,giveaway,Presented
228,50322,10010,21AUG10:17:43:54,0.0,giveaway,Presented
229,52664,10010,15SEP10:20:44:12,0.0,giveaway,Presented
230,18604,10010,14AUG09:21:28:27,269.0,normal,Normal
231,38349,10010,14JUN10:12:43:03,0.0,giveaway,Presented
232,39612,10010,19JUN10:11:28:52,0.0,giveaway,Presented
233,3586,10011,15MAY09:14:08:59,269.0,normal,Normal
234,6983,10011,29MAY09:13:48:22,3.0,normal,Normal
235,20864,10011,30AUG09:21:46:16,215.0,sepecial_offer,Special_offer
236,25258,10011,18OCT09:21:30:22,100.0,normal,Normal
237,30668,10011,08APR10:20:06:30,0.0,giveaway,Presented
238,32026,10011,04MAY10:17:06:40,449.0,normal,Normal
239,32871,10011,12MAY10:22:04:06,0.0,giveaway,Presented
240,47438,10011,31JUL10:20:14:12,18.0,normal,Normal
241,53604,10011,24SEP10:21:43:34,0.0,giveaway,Presented
242,7385,10011,31MAY09:12:16:51,30.0,normal,Normal
243,8104,10011,06JUN09:18:51:03,249.0,normal,Normal
244,14740,10011,20JUL09:15:37:02,199.0,normal,Normal
245,16227,10011,30JUL09:12:17:30,199.0,normal,Normal
246,19543,10011,20AUG09:10:53:35,249.0,normal,Normal
247,26951,10011,27DEC09:20:37:00,140.0,normal,Normal
248,30652,10011,08APR10:15:38:43,0.0,giveaway,Presented
249,36543,10011,03JUN10:21:51:10,0.0,giveaway,Presented
250,36678,10011,04JUN10:21:38:47,0.0,giveaway,Presented
251,37673,10011,09JUN10:20:07:51,399.0,normal,Normal
252,18210,10011,12AUG09:09:22:15,369.0,normal,Normal
253,20929,10011,31AUG09:21:56:05,183.0,normal,Normal
254,35362,10011,28MAY10:18:34:33,69.0,normal,Normal
255,42491,10011,04JUL10:16:54:40,449.0,normal,Normal
256,3566,10012,15MAY09:14:02:57,3.0,normal,Normal
257,3931,10012,15MAY09:18:18:58,399.0,normal,Normal
258,5821,10012,22MAY09:19:43:17,249.0,normal,Normal
259,6763,10012,28MAY09:14:43:21,399.0,normal,Normal
260,16392,10012,31JUL09:11:40:16,249.0,normal,Normal
261,19148,10012,17AUG09:09:07:00,332.0,sepecial_offer,Special_offer
262,26148,10012,16NOV09:21:36:42,36.0,normal,Normal
263,28531,10012,31JAN10:15:08:39,0.0,giveaway,Presented
264,30560,10012,04APR10:19:06:38,0.0,giveaway,Presented
265,37088,10012,06JUN10:20:02:15,0.0,giveaway,Presented
266,41044,10012,26JUN10:14:45:04,0.0,giveaway,Presented
267,47192,10012,30JUL10:10:29:13,314.0,normal,Normal
268,50424,10012,22AUG10:19:44:53,174.0,normal,Normal
269,32378,10012,08MAY10:13:04:37,0.0,giveaway,Presented
270,34340,10012,22MAY10:18:06:19,295.0,normal,Normal
271,5173,10012,19MAY09:15:22:39,369.0,normal,Normal
272,24454,10012,10OCT09:09:53:38,144.0,sepecial_offer,Special_offer
273,26687,10012,19DEC09:09:16:12,190.0,normal,Normal
274,36795,10012,05JUN10:16:44:32,349.0,normal,Normal
275,37514,10012,08JUN10:19:43:00,0.0,giveaway,Presented
276,49923,10012,17AUG10:19:15:45,0.0,giveaway,Presented
277,52196,10012,11SEP10:10:38:40,149.0,normal,Normal
278,52279,10012,11SEP10:19:37:59,339.0,normal,Normal
279,17980,10012,09AUG09:21:22:09,359.0,normal,Normal
280,19541,10012,20AUG09:09:55:50,16.0,sepecial_offer,Special_offer
281,25240,10012,18OCT09:19:10:01,151.0,normal,Normal
282,25404,10012,23OCT09:19:23:40,160.0,normal,Normal
283,4227,10013,16MAY09:11:35:08,60.0,normal,Normal
284,4743,10013,18MAY09:16:26:57,30.0,normal,Normal
285,10293,10013,20JUN09:21:35:12,-2.0,return,returned_goods
286,13874,10013,15JUL09:13:12:26,249.0,normal,Normal
287,15732,10013,26JUL09:16:53:21,0.0,giveaway,Presented
288,22728,10013,19SEP09:20:44:09,224.0,normal,Normal
289,28018,10013,19JAN10:15:57:04,12.0,normal,Normal
290,43710,10013,09JUL10:20:37:05,0.0,giveaway,Presented
291,48062,10013,04AUG10:10:19:17,0.0,giveaway,Presented
292,50054,10013,19AUG10:11:52:13,100.0,normal,Normal
293,39599,10013,19JUN10:10:49:38,0.0,giveaway,Presented
294,39702,10013,19JUN10:16:39:28,0.0,giveaway,Presented
295,4541,10013,18MAY09:13:16:38,209.0,normal,Normal
296,5008,10013,19MAY09:13:42:38,249.0,normal,Normal
297,5425,10013,20MAY09:18:48:02,174.0,normal,Normal
298,9933,10013,19JUN09:09:45:36,249.0,normal,Normal
299,20568,10013,28AUG09:10:38:36,56.0,sepecial_offer,Special_offer
300,26953,10013,27DEC09:20:40:59,139.0,normal,Normal
301,33621,10013,18MAY10:13:15:41,0.0,giveaway,Presented
302,34646,10013,23MAY10:18:16:16,449.0,normal,Normal
303,34953,10013,25MAY10:15:36:39,249.0,normal,Normal
304,45932,10013,22JUL10:19:57:55,279.0,normal,Normal
305,25835,10013,03NOV09:15:08:33,100.0,normal,Normal
306,35184,10013,26MAY10:18:47:11,0.0,giveaway,Presented
307,3548,10014,15MAY09:13:57:07,224.0,normal,Normal
308,9272,10014,14JUN09:10:51:23,369.0,normal,Normal
309,13657,10014,13JUL09:17:16:02,249.0,normal,Normal
310,17006,10014,03AUG09:16:06:58,369.0,normal,Normal
311,19366,10014,18AUG09:20:20:06,269.0,sepecial_offer,Special_offer
312,19715,10014,21AUG09:12:10:48,224.0,sepecial_offer,Special_offer
313,20293,10014,25AUG09:17:24:49,224.0,sepecial_offer,Special_offer
314,23005,10014,23SEP09:14:11:48,332.0,normal,Normal
315,29641,10014,05MAR10:13:13:18,0.0,giveaway,Presented
316,29711,10014,07MAR10:19:04:24,349.0,normal,Normal
317,30241,10014,28MAR10:20:31:21,319.0,normal,Normal
318,46282,10014,24JUL10:18:15:21,18.0,normal,Normal
319,49439,10014,15AUG10:12:38:31,199.0,normal,Normal
320,49845,10014,17AUG10:13:40:39,0.0,giveaway,Presented
321,51411,10014,02SEP10:10:32:51,0.0,giveaway,Presented
322,38663,10014,15JUN10:17:23:37,0.0,giveaway,Presented
323,41487,10014,28JUN10:18:31:04,399.0,normal,Normal
324,42188,10014,02JUL10:12:33:57,339.0,normal,Normal
325,50780,10014,26AUG10:15:48:31,119.0,normal,Normal
326,4797,10014,18MAY09:17:15:12,60.0,normal,Normal
327,18389,10014,13AUG09:17:03:21,199.0,normal,Normal
328,25143,10014,17OCT09:12:19:29,399.0,normal,Normal
329,27611,10014,09JAN10:21:16:13,240.0,normal,Normal
330,27888,10014,18JAN10:16:47:52,260.0,normal,Normal
331,32263,10014,07MAY10:13:11:33,-449.0,return,returned_goods
332,35859,10014,31MAY10:16:49:41,0.0,giveaway,Presented
333,37672,10014,09JUN10:20:07:51,0.0,giveaway,Presented
334,43687,10014,09JUL10:19:56:04,359.0,normal,Normal
335,51068,10014,29AUG10:17:54:25,0.0,giveaway,Presented
336,16901,10014,02AUG09:19:07:23,-369.0,return,returned_goods
337,42891,10014,05JUL10:17:52:16,20.0,normal,Normal
338,5532,10015,21MAY09:09:28:45,199.0,normal,Normal
339,9343,10015,14JUN09:15:18:40,239.0,normal,Normal
340,10758,10015,24JUN09:16:14:25,399.0,normal,Normal
341,29951,10015,16MAR10:20:59:45,45.0,normal,Normal
342,41008,10015,26JUN10:10:45:08,399.0,normal,Normal
343,42449,10015,04JUL10:11:21:50,449.0,normal,Normal
344,43438,10015,08JUL10:22:01:37,0.0,giveaway,Presented
345,45900,10015,22JUL10:17:27:09,0.0,giveaway,Presented
346,47231,10015,30JUL10:13:33:23,296.0,normal,Normal
347,31691,10015,02MAY10:14:01:15,0.0,giveaway,Presented
348,41711,10015,29JUN10:16:44:26,0.0,giveaway,Presented
349,3457,10015,15MAY09:11:53:02,249.0,normal,Normal
350,8062,10015,06JUN09:16:20:00,15.0,normal,Normal
351,15299,10015,24JUL09:17:28:58,0.0,giveaway,Presented
352,15944,10015,27JUL09:20:44:21,249.0,normal,Normal
353,17396,10015,06AUG09:12:05:54,0.0,giveaway,Presented
354,24761,10015,12OCT09:10:44:27,125.0,sepecial_offer,Special_offer
355,34175,10015,21MAY10:21:25:42,0.0,giveaway,Presented
356,36854,10015,05JUN10:20:19:39,399.0,normal,Normal
357,37928,10015,11JUN10:19:27:00,349.0,normal,Normal
358,48264,10015,05AUG10:21:48:48,0.0,giveaway,Presented
359,25949,10015,07NOV09:18:35:20,332.0,normal,Normal
360,27500,10015,08JAN10:11:37:46,30.0,normal,Normal
361,39607,10015,19JUN10:11:25:06,-299.0,return,returned_goods
362,41494,10015,28JUN10:18:41:35,249.0,normal,Normal
363,24146,10016,05OCT09:21:27:20,120.0,sepecial_offer,Special_offer
364,35988,10016,01JUN10:16:41:08,-314.0,return,returned_goods
365,3964,10016,15MAY09:18:30:35,30.0,normal,Normal
366,5705,10016,21MAY09:13:42:19,299.0,normal,Normal
367,6232,10016,24MAY09:18:39:14,249.0,normal,Normal
368,7610,10016,02JUN09:17:37:40,0.0,giveaway,Presented
369,8094,10016,06JUN09:18:19:49,249.0,normal,Normal
370,24318,10016,08OCT09:11:14:14,332.0,normal,Normal
371,30400,10016,01APR10:09:33:48,0.0,giveaway,Presented
372,33089,10016,14MAY10:13:58:58,0.0,giveaway,Presented
373,37599,10016,09JUN10:14:58:36,0.0,giveaway,Presented
374,41045,10016,26JUN10:14:45:04,399.0,normal,Normal
375,43204,10016,07JUL10:19:42:35,0.0,giveaway,Presented
376,15116,10016,23JUL09:17:26:19,369.0,normal,Normal
377,26667,10016,18DEC09:16:13:05,190.0,normal,Normal
378,32473,10016,09MAY10:13:34:45,399.0,normal,Normal
379,33876,10016,20MAY10:17:19:01,225.0,normal,Normal
380,40423,10016,22JUN10:20:28:52,449.0,normal,Normal
381,51071,10016,29AUG10:17:55:30,174.0,normal,Normal
382,51845,10016,07SEP10:20:34:01,399.0,normal,Normal
383,16904,10016,02AUG09:19:12:27,0.0,giveaway,Presented
384,25233,10016,18OCT09:17:51:13,155.0,normal,Normal
385,25587,10016,26OCT09:21:32:23,329.0,normal,Normal
386,26641,10016,15DEC09:19:49:33,0.0,giveaway,Presented
387,39219,10017,18JUN10:09:43:59,-132.0,return,returned_goods
388,3575,10017,15MAY09:14:04:20,224.0,normal,Normal
389,3637,10017,15MAY09:14:45:01,3.0,normal,Normal
390,3846,10017,15MAY09:17:38:58,249.0,normal,Normal
391,13860,10017,15JUL09:11:18:43,369.0,normal,Normal
392,16663,10017,01AUG09:18:22:15,3.0,normal,Normal
393,16974,10017,03AUG09:11:24:39,-249.0,return,returned_goods
394,25100,10017,15OCT09:21:08:40,119.0,sepecial_offer,Special_offer
395,27622,10017,10JAN10:15:59:56,215.0,normal,Normal
396,30822,10017,11APR10:17:21:54,0.0,giveaway,Presented
397,31162,10017,21APR10:20:27:57,269.0,normal,Normal
398,45226,10017,18JUL10:19:06:23,0.0,giveaway,Presented
399,45507,10017,19JUL10:16:52:16,0.0,giveaway,Presented
400,50626,10017,24AUG10:21:24:00,0.0,giveaway,Presented
401,53356,10017,23SEP10:14:25:09,180.0,normal,Normal
402,39601,10017,19JUN10:10:49:38,299.0,normal,Normal
403,20401,10017,26AUG09:17:48:26,12.0,sepecial_offer,Special_offer
404,22087,10017,13SEP09:08:46:54,2.0,normal,Normal
405,24759,10017,12OCT09:10:43:32,200.0,sepecial_offer,Special_offer
406,32927,10017,13MAY10:15:21:51,0.0,giveaway,Presented
407,38028,10017,12JUN10:15:52:47,0.0,giveaway,Presented
408,20051,10017,23AUG09:14:32:47,0.0,giveaway,Presented
409,21744,10017,09SEP09:14:25:11,-2.0,return,returned_goods
410,22299,10017,14SEP09:13:05:23,0.0,giveaway,Presented
411,24063,10017,04OCT09:20:19:44,32.0,normal,Normal
412,34539,10017,23MAY10:14:06:07,0.0,giveaway,Presented
413,25290,10018,19OCT09:21:13:54,35.0,normal,Normal
414,3723,10018,15MAY09:16:26:19,3.0,normal,Normal
415,3732,10018,15MAY09:16:33:11,30.0,normal,Normal
416,4045,10018,15MAY09:18:57:59,249.0,normal,Normal
417,13669,10018,13JUL09:17:57:40,30.0,normal,Normal
418,17504,10018,06AUG09:21:27:03,75.0,normal,Normal
419,18527,10018,14AUG09:16:44:17,2.0,normal,Normal
420,29150,10018,18FEB10:17:01:01,0.0,giveaway,Presented
421,34083,10018,21MAY10:14:08:59,0.0,giveaway,Presented
422,35606,10018,30MAY10:12:30:48,0.0,giveaway,Presented
423,46716,10018,27JUL10:13:41:37,314.0,normal,Normal
424,7614,10018,02JUN09:17:53:09,79.0,normal,Normal
425,10618,10018,22JUN09:20:10:29,0.0,giveaway,Presented
426,17888,10018,09AUG09:15:39:31,28.0,normal,Normal
427,18484,10018,14AUG09:10:07:19,15.0,normal,Normal
428,26759,10018,24DEC09:08:32:40,130.0,normal,Normal
429,28785,10018,08FEB10:19:23:18,0.0,giveaway,Presented
430,34986,10018,25MAY10:16:32:19,0.0,giveaway,Presented
431,36763,10018,05JUN10:14:15:31,299.0,normal,Normal
432,37270,10018,07JUN10:14:55:28,0.0,giveaway,Presented
433,38936,10018,16JUN10:19:49:32,399.0,normal,Normal
434,44062,10018,11JUL10:19:54:25,0.0,giveaway,Presented
